SJ	678346544
SK	3854517035
SL	5977618166
SM	7051919359
SN	4581713888
SO	31467005438
SP	17010851034
SQ	750514602
SR	4378996072
SS	31081241798
ST	78728300226
SU	18318104818
SV	1317445135
SW	7312275570
SX	243932875
SY	4676593607
SZ	182604914
TA	42344542093
TB	3716332695
TC	7358005916
TD	3231292348
TE	80948650956
TF	3611139685
TG	1671158263
TH	133210262170
TI	79834588969
TJ	536726231
TK	592138618
TL	6510937489
TM	5594198669
TN	2772908209
TO	68548751664
TP	4481584579
TQ	172016016
TR	26996514264
TS	29972404314
TT	19222971337
TU	15817162046
TV	1368545035
TW	8118316093
TX	384005616
TY	15214168398
TZ	399047698
UA	8227068864
UB	6765681016
UC	10702575520
UD	6346747965
UE	8457625777
UF	1416534510
UG	5736801207
UH	524903236
UI	6967198562
UJ	145269456
UK	1372734372
UL	15752059735
UM	10007053570
UN	22987447404
UO	911010799
UP	9388602522
UQ	59614067
UR	35957660877
US	30677125454
UT	22499209523
UU	170247936
UV	409837804
UW	731912653
UX	605592840
UY	1633379480
UZ	294900207
VA	10061548421
VB	159300324
VC	267332451
VD	948786360
VE	42386634729
VF	70032606
VG	159448024
VH	136916226
VI	23140348141
VJ	15424672
VK	21599286
VL	138973795
VM	127476300
VN	116774291
VO	3540351272
VP	160573271
VQ	8637649
VR	217059171
VS	517563727
VT	189305399
VU	191219786
VV	69205951
VW	116491832
VX	47815439
VY	224764337
VZ	7573361
WA	16616645822
WB	541505398
WC	739335953
WD	598852489
WE	18727322433
WF	511762732
WG	230184684
WH	12042164275
WI	21486195066
WJ	266620064
WK	162689468
WL	994356456
WM	715128430
WN	4496647198
WO	11770868120
WP	812895043
WQ	27284705
WR	2042709489
WS	6152300106
WT	1807415715
WU	285828898
WV	149685312
WW	1962296312
WX	114261838
WY	893249955
WZ	101939100
XA	1718498310
XB	306237503
XC	1625728079
XD	209666964
XE	1553965388
XF	339528185
XG	135146866
XH	319250039
XI	1830392546
XJ	30189609
XK	38953406
XL	214535838
XM	500340477
XN	135354237
XO	460487734
XP	3378298285
XQ	20714339
XR	211474506
XS	408373665
XT	3628673601
XU	407474891
XV	153643160
XW	154494871
XX	554737300
XY	372725127
XZ	23383121
YA	6723589408
YB	2791607728
YC	4065809966
YD	2357064378
YE	7000720946
YF	2308211635
YG	1197449390
YH	1678109748
YI	4088737647
YJ	546404776
YK	377466618
YL	2798711484
YM	3629941896
YN	2367224599
YO	20264440566
YP	4770576225
YQ	136052248
YR	3213028237
YS	10570642040
YT	6272652335
YU	849379055
YV	566509018
YW	2650158989
YX	74171966
YY	396710835
YZ	202799496
ZA	1550549207
ZB	82447517
ZC	99863167
ZD	101168986
ZE	3038306939
ZF	45439062
ZG	40237172
ZH	99349469
ZI	1424549625
ZJ	31370967
ZK	37189199
ZL	155799204
ZM	84167126
ZN	59963870
ZO	1226090518
ZP	60233607
ZQ	6170496
ZR	95348467
ZS	123498745
ZT	75009362
ZU	296673637
ZV	25612956
ZW	54956316
ZX	16061325
ZY	202018221
ZZ	406963963
